,Username,Tweet,Kelas
2528,Najib Burhani,"Pemilihan umum merupakan ritual politik lima tahunan yg menjadi bagian dr dinamika kehidupan kebangsaan yg demokratis. 

Tugas @Muhammadiyah adalah menjaga keutuhan & kedaulatan bangsa dan berusaha menjadi jembatan yg mempertemukan berbagai kelompok yang berseberangan. @jokowi ",0
2529,METRO TV,Jokowi bakal Tuntaskan Kasus HAM http://metrotvn.ws/4KZnAQgK ,0
2530,Pribumi Kawe,"Alhamdulillah 

14 Ormas Islam Dukung Jokowi 2 Periode

Said Aqil Siraj : Yang Paling Penting Mendoakan Pak Jokowi Mudah mudahan menang 

#01JokowiLagi 
#01IndonesiaMaju 
#JumatBerkah",1
2531,#2019PrabowoPresidenRI,"[2014] Jokowi Jamin Tak Ada Keluarganya Ikut Urus Proyek di Pemerintahan..

Ehh TERNYATA.. Menantu Jokowi Garap Proyek Pemerintah Rumah Bersubsidi di Sukabumi..

https://bit.ly/2S3td06 ",0
2532,ℙengarang ℙuisi™,"Salah gak kl gue bilang pemerintahan Jokowi cacat dalam segi hukum..?

BTP sudah bebas murni, Buni Yani yg sudah terdakwa masih keluyuran..

@KejaksaanRI ini nunggu apa..?
Ada yg tau..?",0
2533,CNN Indonesia,Jejak Jurnalis yang Dibuang ke Laut dan Remisi dari Jokowi   ,0
2534,Pribumi Kawe,"Selamat Pagi Indonesia 

Kocak kali Tulang nih 

Kapal Terbaik dan Terbesar di Danau Toba KMP Ihan Batak. 

Cantik kali kapal ni

Terima Kasih pak Jokowi 

#01IndonesiaMaju 
#01JokowiLagi",1
2535,MataRakyatJakarta,"Mau dekat dengan pakde @jokowi ..?

Naah dengar kata beliau deh... ",0
2536,Arsul Sani,"Benarkan yg disampaikan oleh Pak @HisyamUsamah Ketum @pp_parmusi  spt termuat dlm link dibwh ini, Dinda @Dahnilanzar...?! 

Alhamdulillah..., tdk pernah ada cerita ""gebrak meja"" oleh Pak @jokowi apalagi didepan ulama...

Tinju @prabowo di Depan Ulama 212",0
2537,MommyCerdas,"lo golput, mereka milih.
lo mau mereka yang menang?
gua sih ogah

#JanganGolput
#2019TetapJokowi 
#01IndonesiaMaju @jokowi @JagaJokowi @joxzin_jogja",1
2538,"E꙯N꙯Y꙯ L꙯O꙯V꙯E꙯  
�
 ❤️
 �
T꙯E꙯T꙯A꙯P꙯ J꙯O꙯K꙯O꙯W꙯I꙯",Somseee lahhh,0
2539,Cipta Panca Laksana,"Wah pengakuan Adian Napitupulu ini mencerminkan kondis terkini. Jokowi kalah di social media dan kalah di darat. Pantesan mas @mantriss sibuk framing tiap hari, hahaha",0
2540,Nana,"Dalam setahun Anies dpt 21 penghargaan dr instansi pemerintah. Blm penghargaan dr swasta. Di era Anies jg,  Persija 2x juara. 
Kalo Ahog brp penghargaan? 

Seabrek Penghargaan Anies Baswedan yang Sepi Pemberitaan",0
2541," 0️⃣
 2️⃣
Md. A. Wiguna 
�
 ❤️
 ��","Apakah ini benar TKA asal cina tiongkok di Morowali ? 
Jika ini benar betapa jokowi lebih berpihak kepada cina daripada ke bangsa sendiri ? 
Saudaraku apakah negeri kita akan dibiarkan dikuasai cina ?
Apakah kita hanya menerima saja keadaan ini  ? ",0
2542,"E꙯N꙯Y꙯ L꙯O꙯V꙯E꙯  
�
 ❤️
 �
T꙯E꙯T꙯A꙯P꙯ J꙯O꙯K꙯O꙯W꙯I꙯","Selamat pagi Indonesia

Salam penuh perjuangan untuk Indonesia Maju

Lagu baru “TERUNTUK PRESIDEN”
Karya sang komposer @HelmiPhi 

Selamat pagi pak @jokowi sehat dan berkah bersama kita semua demi berkarya untuk NKRI 

#JumahBerkah
#JumahPenuhBarokah
#JokowiMembangunIndonesia",1
2543,Cipta Panca Laksana,"Ah dasar cebong. Loe lihat aja Jokowi berapa banyak relawannya jadi komisaris. Ngapain loe pikirin yang belum terjadi, hahaha",0
2544,"H. Moch.Herianto MM  
©️
 ™️","I was only wondering if, if Jokowi was guilty by BAWASLU, would his nomination be problematic? or maybe he canceled his nomination? if it is like that THEN I WILL CHOOSE THE EMPTY BOX ONLY !! I don't want to choose 02! even though in the end they won!",0
2545,mei Amoy kecil 他很米兰,"Surabaya Pendangang Bakso se-Jatim 
dukung Jokowi -Ma'ruf Amin ",1
2546,"DR Kasan Mulyono, MM","Survei CSIS: Milenial Pengguna Medsos Lebih Pilih Prabowo daripada Jokowi - http://Kompas.com 

#MilenialPilihPrabowo",2
2547,Damayantiyolla,"@jokowi May All God's Blessing Of Safety,Security And Stability...
May All God's Blessing Of Peace And Prosperity Always Be Upon...
The Honorable Beloved Indonesia And Beloved People Of Indonesia..
Your Excellency Pdt Joko Widodo...
And All People Of ",1
2548,Damayantiyolla,"@jokowi Deepest Condolences...
The Honorable Beloved Indonesia And Beloved People Of Indonesia..
Your Excellency Pdt Joko Widodo...
For The Deep Grief Over The Loss From The Natural Disaster...",1
2549,Jawa Pos,"Ampuni Pembunuh Wartawan, Kebebasan Pers di Rezim Jokowi Terancam ",0
2550,Donald,https://www.thegospelcoalition.org/article/what-did-jesus-mean-by-many-are-called-but-few-are-chosen/ … @XHNews @realXi_Jinping @rashtrapatibhvn @HassanRouhani @trpresidency @jokowi @Julius_S_Malema @DStvMozambique @EPN @BrazilGovNews @KenyaNews @Jah9 WARNING! THE CHOICE IS YOURS TO MAKE FOR THE PEACE OF GLOBAL SOCIAL SOCIETY. FOR ULTIMATELY IT DEPENDS ON ME,0
2551,Arie Dirgantara,"maka saya sering godain kalian... saya bolak balik polling pasangan Ahok Prabowo dan Jokowi HRS, 

saya menyentil emosional kalian yang lagi2 saya bisa ukur ke RASIS an kalian",0
2552,Arie Dirgantara,"saya bukan type yg pemuja sosok (kultus) baik ke Jokowi maupun Ahok, jarang saya ungkap narasi2 kultus bahkan jarang saya post photo2 keduanya.

saya penganut nilai nilai... siapapun yg mempunyai nilai luhur akan saya bela",0
2553,Rikki Lambert - Senate candidate,Ahok: Former Jakarta governor released early from prison https://bbc.in/2FWC0u8 ,0
2554,Polling Indonesia,"Soal pembebasan Ba'asir, Wiranto : ""Jadi Presiden tidak boleh grasa-grusu serta merta memutuskan, tapi perlu pertimbangan aspek-aspek lainnya."" 

Menurut anda, apakah Jokowi tipikal yang grasa-grusu ?

Retweet kemudian vote",0
2555,Bang Pitung,"""@rockygerung, Malam ini Anda selesai,"" kata Akbar Faisal di ILC (18/12/2019)

Faktanya dimana-mana malah RG dapat sambutan…",0
2556,Iggy Oy,".. shortly after Jokowi's signature palm oil moratorium was inked, the Minister ""signed a new state forest relinquishment decree for a palm oil development permit covering ... ten thousand soccer fields"" for that very corruption convict's plantation http://m.foresthints.news/ngos-minister-present-contrasting-stances-on-new-palm-oil-permit …",0
2557,Fenny 2,Jokowi made friendship with Ahok to presidential election had had foreigners voice .Like look simple but cruel corruptor.Jailed his friend after won the election.Professional murder.Humanity by anyone but he judges me,0
2558,Surya Kusumah,"Woww...that was a BIG QUESTION...
""Mr. President...who you are working for?!"" @RamliRizal
Do you mind to answer that question Mr. President @jokowi ???!!!
#GoodbyeJokowi
#WelcomePrabowo 
#2019PrabowoPresidenRI",2
2559,DPP PROJO Nomer Satu #JokowiLagi,"#JokowiHarapanPasti kita tumbuhkan suasana yang penuh harapan bukan ketakutan.. @jokowi adalah cahaya dan harapan bagi negeri..
@NaneDianti @SatyaJogja12 @Jokowi_inside
#JokowiLagi 
#JokowiOrangBaik 
#JokowiHarapanPasti",1
2560,#Angelus061218#,"#01IndonesiaMaju #JokowiHarapanPasti  http://wow.tribunnews.com/2019/01/22/indonesia-ekspor-250-gerbong-kereta-ke-bangladesh-jokowi-seluruhnya-dibuat-di-pabrik-pt-inka-jatim …
Indonesia Ekspor 250 Gerbong Kereta ke Bangladesh, Jokowi: Seluruhnya Dibuat di Pabrik PT INKA Jatim",0
2561,DPP PROJO Nomer Satu #JokowiLagi,"#JokowiHarapanPasti bagi desa.. Tanpa @jokowi dana desa tidak akan pernah dipakai dengan benar apalagi ditingkatkan.. Bersama @jokowi Rakyat desa sejahtera 
@Fsilolongan @KoRnHurry @BiLLRaY_
#JokowiLagi 
#JokowiOrangBaik 
#JokowiHarapanPasti",1
2562,Donald,http://english.khamenei.ir/news/4804/The-belief-in-Mahdi-a-s-is-not-only-held-by-Shia-Ayatollah … @XHNews @realXi_Jinping @rashtrapatibhvn @HassanRouhani @trpresidency @jokowi @Julius_S_Malema @DStvMozambique @EPN @BrazilGovNews @KenyaNews @Jah9 WARNING! REVEAL AND RAISE THE IMMORTAL DIVINELY PRESERVED ASTRO MELANATED PHYSICAL BODY OF THE DEAD A SECOND,0
2563,Agus Susanto II,"Bobby Nasution,
Menantu Presiden Jokowi,
Melalui PT. Wirasena Cipta Reswara
Garap Proyek 1.800 Unit Rumah
Pada Program KPR Bersubsidi
Yang Merupakan Program Pemerintah.

- Link :
https://www.instagram.com/p/BtA84u7AlCY/ ",0
2564,ㅤ,"Kenapa Foto Jokowi bersama Bulan, banyak di RT Sama Cebong?

Sedangkan Foto Nawacita yg dijanjikan Jokowi tp tdk pernah dilaksanakan, tdk mau di RT?

Jawabanya:
Foto Jokowi bersama Bulan buat Pencitraan!

Sedangkan Foto Nawacita itu adalah janji HOAX yg harus disembunyikan! ",0
2565,Novendra Deje,"Palestine must be granted full membership in the UN, says Indonesia and israel must be made to end its illegal occupation immediately http://republika.co.id/berita/en/national-politics/19/01/23/plslay414-indonesia-warns-un-over-israels-illegal-settlements …",0
2566,Kokok Dirgantoro,"Tadi saya di sekitar daerah Ceplak, Sukamulya, kab. Tangerang. Beli martabak manis. Saya melihat ada stiker kecil Jokowi Maruf. Tanda ada pasukan darat yg bergerak sampai pelosok2 Kabupaten Tangerang. Salut.",0
2567,IG: SahabatJokowiMa'rufAmin #JokowiLagi,"#JokowiHarapanPasti lihatlah bagaimana Papua dibangun oleh @jokowi 
@AlvinoLulu @Candraasmara85 @MahesaTiwi @diasfaraa 
#JokowiLagi 
#JokowiOrangBaik",1
2568,Tusela Ardikawati,Izin retweet,0
2569,Agus Susanto II,"""Di Pertarungan
Sosial Media Dan Darat,
Pasangan Jokowi Ma'ruf Saat Ini Kalah.""
Kata
Adian Napitupulu (Jubir TKN)
Pada
Acara Deklarasi Relawan Teladan 01
Di
Desa Kranggan,
Kecamatan Gunung Putri,
Kabupaten Bogor,
Minggu Sore, 20 Januari 2019. ",0
2570,POLITIKUS DADAKAN,"Quotes of the night by pakde @jokowi Ashiaapp! 
#JokowiHarapanPasti",1
2571,RIZKIKAVIDHI,He work for his party !!! And his party work for...,0
2572,Chandra Imanuel,Be humble. And stay still as the way you are ,0
2573,"HUKUM MILIK PENGUASA  
✌️","Sampai akhir hayat, Soeharto pun tidak menyandang tersangka maupun…",0
2574,Ochabi Altius,I liked a @YouTube video http://youtu.be/J_YNERiiess?a  ENA ENA - Jokowi Amin x Prabowo Sandi,0
2575,"Trance  
⚜️
X","Lagi-lagi Jokowi ingkar janji...

Elektabilitas 01 makin nyungsep. 
Double blow. Pendukung ABB marah, rakyat juga ikut marah atas amatirnya Pemerintah sekarang ini.

Sebaiknya kabinet lakukan outbound bersama dulu supaya kompak ",0
2576,CAK KHUM,"S dilaporkan ke Polda Metro Jaya karena diduga menipu dengan modus pinjaman yang disebut tak perlu dikembalikan jika Jokowi menang di Pilpres 2019.

#PrabowoSandiBerdikari",2
2577,Razzmon,"horas , mejuah juah 
sumut untuk jokowi
Kalak karo pilih Jokowi ...
#JokowiHarapanPasti 
Orang baik harus menang ",1
2578,Erikamelfa,"Presiden @jokowi Tanggapi Kebebasan AHOK @basuki_btp 

Terlihat bahagia sekali raut wajah Bapak Jokowi ketika…",0
2579,sastro,"Kenapa kubu jokowi kalo debat pasti modal nyolot dan ngotot, ini sop dari timses ato gimana, narasinya juga kalo ada bukti laporkan,  btw,  begitu dibilang udah dibawa ke bareskrim muka ama gesturnya jadi aneh",0
2580,Iskandar #02,"Wilayah plosok emang jokower loh saya sudah pernah bilang itu. Tapi BPN pada kemana yah,  itu khusus Jateng dan Jatim,  makanya saya bilang target 50:50 itu karena saya pernah ke Jateng dan Jatim 

…",0
2581,���� ���,"He has nothing to do with the UN or Asean Secretariat, mbak @dind1nan4 . He is using several self account pretending he has an admire. One of it is : Nana#RI @JOKOWI FOR PRESIDENT, just watch out. He has more than 20 accounts.",0
2582,Henny,"Semua Berkat Kerja Keras Pemerintah, dimana daerah yang selama ini belum teraliri listrik, sekarang sudah dapat menikmati hasil kerja keras pemerintah.
Terimakasih Pak @jokowi 

@andreOPA 
#JokowiHarapanPasti",1
2583,komik politik #01,"1. Rupiah membaik coyyyy.. cuma di era Pak Jokowi semua jalur membaik dan meningkat, Pak Jokowi emang mantulll

#JokowiHarapanPasti
#01SalamSatuJempol

@MahesaTiwi @diahbelia @diasfaraa @malikhamid__ @Valetino_regee @Senyap17 @MasCEPUK @KehidupanTaubat @seruanhulu @NurmaTgr",1
2584,Rizma Widiono,"Kesaksian TGB Untuk Jokowi Yang Sering Difitnah Tapi  Tetap Bekerja dan Sabar 

Gue makin kenceng Dukung Jokowi

#JokowiHarapanPasti 
#01JokowiLagi 
#JokowiOrangBaik",1
2585,Fajar Wicaksono,I liked a @YouTube video http://youtu.be/J_YNERiiess?a  ENA ENA - Jokowi Amin x Prabowo Sandi,0
2586,Basuki T Purnama,"P Jokowi katanya dilaporkan ke Bawaslu soal Caleg Eks koruptor

Gue sarankan,sampaikan visi-misi dgn benar&meyakinkan.Butuh pemimpin yg nyata kerja,mengarahkan bawahannya utk kerja kerja kerja dan hasilnya udah nikmati warga.Bukan pemimpin yg menjanjikan uang,manjakan dgn uang",0
2587,"Pelan-pelan, Awe!",Ya susah kalo orang yg pikirannya cuma cari duit.,0
2588,"Shera  
�","Simak yuk 
Apa aja yg sudah dilakukan Bpk @jokowi  untuk mensejahterakan rakyat

 #01JokowiLagi",1
2589,Erna Sitompul,"Jokowi mnunjukkan bhwa ia sekedar politikus biasa. Ia memilih utk mnyerang pribadi Prabowo, bukan bahas prsoalan bangsa. Scara moral Jkw tdk mnunjukkan prbedaan antara dirinya dgn para pngikutnya. 
Begitulah, Jkw sdg mnulis di batu nisan kuburannya sendiri",0
2590,Elaine Tan,"Just curious, why do you use former ""Christian"" Governor Ahok but not Moslem President Jokowi or Moslem Prabowo Subianto?",0
2591,Polling Indonesia,"TKN: Jika Terpilih Lagi, Jokowi Cari Pendanaan Lain untuk BPJS 

Apa anda mau memilihnya lagi ?

Retweet kemudian vote",0
2592,Tempo Nasional,Jokowi Dituntut Cabut Remisi untuk Pembunuh Jurnalis Prabangsa ,0
2593,Kang Habib,"Di imingin pinjeman 15 jt, klo pak @jokowi menang kalian gak perlu kembalikan, enak toh, asal bayar administrasi 500-600 rb. bahaya banget gembosinnya. Tangkap pak @DivHumas_Polri",0
2594,Kang Habib,"Ini toh modus baru penggembosan suara @jokowi pake jual nama loh @yennywahid buat nipu. ngerik banget. @DivHumas_Polri @GunRomli 

Dugaan Penipuan Catut Nama Yenny Wahid dan Jokowi Dilaporkan ke Polisi",0
2595,RMOL.CO,Rizal Ramli: Mas Jokowi Janji Tolak Impor Tapi Menterinya Doyan Impor  #Gula,0
2596,Razzmon,"Ratusan nelayan di tegal deklarasikan dukungan untuk Jokowi-Amin

#JokowiHarapanPasti
@LinNasution",1
2597,Ryan Alfiant [solid],"Ada apa dengan negeri ku, sampai TKA CHINA bisa bebas begini masuk ke INDONESIA??? 

MOHON PENCERAHAN
@rockygerung @prabowo @sandiuno @fadlizon @saididu @Fahrihamzah @jokowi @wiranto1947 @RamliRizal @ruhutsitompul",0
2598,Penjaga Villa & NKRI,"Mantunya Jokowi kecipratan proyek rumah subsidi. Kalok bukan buat mereka, untuk siapa lagi?

Tahun ini, pemerintah menyiapkan anggaran Rp 10,5 triliun untuk pembiayaan perumahan. Alokasi Rp 10,5 Triliun untuk Rumah Subsidi ",0
2599,JusticeIsDead,"We already knew the answer bro Tony.

#JusticeIsDead 
#VoteForNurhadiAldo",0
2600,Fenny 2,Jokowi is smart actress on movies. He has experiences of politic at least but the instruction is it what government was saying revenge of ALLAH. @FelixSiaw,0
2601,Dede Budhyarto,"@BarackObama has talked about @jokowi since we worked together, I always see a calm person, full of integrity, someone with high discipline #JokowiHarapanPasti",1
2602,Taufik Wijayakusuma,"Hello...!!! my best friend from Aceh to Papua, establish your choice today to April for Pak de JOKOWI whose performance is clearly evident
#MULAIdariGUE 
#17AprilCoblosNomor01 
#JokowiUdahKasihBukti 
#JokowiMembangunDesa",1
2603,Ribet lu!,Pak Jokowi unggul di 9 survey. Jelas berasal dari sumber yg terpercaya #JokowiHarapanPasti,1
2604,Rudi Gunawan,"Ma’ruf Amin Rangkul Kiai Untuk Menang Pilpres Di Madura. 

https://www.infopresiden.com/2019/01/maruf-amin-rangkul-kiai-untuk-menang.html?m=1 ……",0
2605,Kompasiana,"Di Tangan Dingin Jokowi, Kebakaran Hutan dan Lahan Tahunan Sirna ",1
2606,Rizma Widiono,"Terkait Pernyataan di Debat Pilpres, Jokowi Dilaporkan ke Bawaslu

Lama2 bisa gilak se-Indonesia
Debat kalah...lapor
Pidato salah...lapor
Rasa2nya pengen joget baca berita ini sembari ada yg pijit2 dari belakang 

#01JokowiLagi
#JokowiAminLebihBaik",1
2607,Marina Berg,Now the EU ambassadors have had two very constructive and informative meetings with the two teams - #1 Jokowi and #2 Prabowo   - running for the Presidential election. We wish them both best of luck on April 17 ,0
2608,Nature Alert,"This is one of 1451 birds, which together with the 13 slow lorises we rescued, were released back to  their habitat. The 1451 birds were rescued by the Quarantine Authority, assisted by FLIGHT, in our joint effort to thwart the…",0
2609,Nature Alert,"Our 2019 newsletter is packed full of ideas to inspire your wildlife travels in 2019 and beyond!
Request your free copy here: https://bit.ly/2sGrBef  ",0
2610,BadMosquito,He's just saying not to prove his words. Political promise is not important for this regime b'coz the important thing is just money to reaching themself not to gain prosperity for their Civil society,0
2611,Mohamad Guntur Romli,"Sekjen PSI: Lawan Utama Jokowi Adalah Kebohongan http://detik.id/6eYYsn 

@psi_id @AntoniRaja",0
2612,Taufik,"Mata hatinya sdah ketutup pak, 
Tdi sya nnton di economy business, 
Sya aja ngrti, petani kita panen tpi harga anjlok, akibat kbijakan impor,impor mmg perlu, tapi jgn over, tapi penjelasan pihak sna     
Kyak ngk nyambung ya, bravo @RamliRizal 
Teruslah bersuara kebenaran",0
2613,Ribet lu!,"Indonesia Maju dan berjaya bersama Pak Jokowi. Buktinya? Banyak. Infrastruktur, blok mahakam, freeport, blok rokan itu sudah sebuah keberhasilan yang dicoba oleh presiden sebelumnya tapi ga mampu. Indonesia Maju

#JokowiHarapanPasti",1
2614,feelings,"Yang selalu disalahkan :
1. Jokowi
2. Ava Korea
3. Dalgadot",0
2615,no zio no war,i work fork china my ancient country,0
2616,mtu.utm.7012,"The Indonesia president, Jokowi Widodo has been to SJ's concert twice & personally invited Leeteuk to the - Indonesia-Korea business summit (attended by chairman of CJ group/Samsung/LG etc) where Leeteuk gave a speech as a VVIP guest.
#레베럽_사과해
#ApologizeToLeeteuk",0
2617,Save West Papua,"Responding to various issues regarding the easternmost region of Indonesia, that is the heavy duty of the ambassadors of this country abroad, including Tantowi Yahya, Ambassador of Indonesia in NZ
http://www.freewestpapua1.com/2019/01/24/tantowi-yahya-my-duty-to-tame-supporters-of-free-west-papua …
#wayag #landscape #jokowi #westpapua #papua #freewestpapua",0
2618,RIKI GUNDALA,"Loser ""L""",0
2619,masyarakat buddhaya,I liked a @YouTube video http://youtu.be/J_YNERiiess?a  ENA ENA - Jokowi Amin x Prabowo Sandi,0
2620,Alitt Susanto,"Biasanya Pak Jokowi minta ibu2/bapak2 buat nyebutin nama2 ikan.

Sekarang aku gantian minta beliau nyebutin tipe2 motor custom.

Full video: https://youtu.be/bBkKuZUyhBo  pic.twitter.com/sc8rHhG15d",0
2621,Ribet lu!,Kami percaya dengan kerja kerasmu pak Jokowi #JokowiHarapanPasti,1
2622,kiv z#FNI,"Wow keren Alumni universitas di kota Jember juga deklarasi dukung @jokowi , kita tunggu  Alumni2 universitas dikota lain untuk deklarasi dukung pak dhe.
#JokowiHarapanPasti 
Pls RT ",1
2623,Dedek Prayudi | ig: @uki_dedek,"Sudah berapa banyak kepala daerah yang menjadi pendukung pak @jokowi di OTT oleh @KPK_RI ?

Saya semakin ragu Jokowi bersih..!!

…",0
2624,"#JokowiAmin  
�","#MulaiDariGue Melihat Video Tawaf Do'akan Jokowi-Ma'ruf Amin Menang dan Keselamatan Bangsa, sebagai Fakta #LebihBaikJokowi di Pilpres 2019...

#JokowiHarapanPasti mewujudkan pemerataan pembangunan disegala bidang di Bumi Ibu Pertiwi ...

@jokowi @KHMarufAmin_ @ana_khoz",1
2625,Robert Blake Jr,"Congrats to @Menlu_RI and @Jokowi for their leadership in stepping up #Indonesia's peacekeeping contributions at a crucial time, in tough places like Yemen.",0
2626,Lusi,"Yang sering dijadikan alasan oleh pendukung Jokowi utk menakut2i yg golput jika nanti Prabowo berkuasa spt:

1. Pembungkaman kebebasan berekspresi
2. Aksi intoleransi dan persekusi
3. Minoritas ""digilas""
4. NKRI berubah jd negara agama

saat ini sedang terjadi.",0
2627,FERDINAND HUTAHAEAN,"Situ ragu @jokowi bersih? 
Terus gmn rasa sakitnya publik, mendengar isi debat yg dibicarakan dari kubu Kampret Hoax semua. Ingat..!! Jangan grusa grusu,, kalau ada bukti silahkan laporkan ke aparat …",1
2628,Save West Papua,"The Ministry of Public Works and Public Housing (PUPR) will continue to build infrastructure facilities with high multiplier effects
.
.
http://www.freewestpapua1.com/2019/01/24/minister-basuki-infrastructure-development-has-multiple-effects …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #wonderfulindonesia #freewestpapua",0
2629,Save West Papua,"With the massive infrastructure development in the past four years, Indonesia can catch up with its neighboring countries
.
.
http://www.freewestpapua1.com/2019/01/24/perceived-pursuit-sri-mulyani-we-dont-stop-building-infrastructure …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #wonderfulindonesia #freewestpapua",0
2630,Heri S Narya,Keliatan comment baik tp wow sorry Bro pak @aniesbaswedan the best and ever good man can't compared with your mention guy ,0
2631,makLambeTurah#AsalBukanPrabowo,bukannya itu bukti bhwa Jokowi tdk berpihak dan netral dalam pemberantasan korupsi??,0
2632,Mak Detektif,"Ayok yang dukung pak jokowi angkat jempolnya.
@Y_Radianto @Bangroy_ganteng @4Y4NKZ @Biawak_Buas @Consheraa @NurmaTgr @woelannnn @hana_4TAA @V_Stone_Kardol @rocky_garing @purwo82092883 @CebongBajaHitam

#01IndonesiaMaju 
#01jokowilagi 
#JokowiSatukanIndonesia 
#JokowiOrangBaik",1
2633,Rere Raisa, (no caption needed),0
2634,Dede Budhyarto,"Sudah berapa banyak kepala daerah yang menjadi pendukung pak @jokowi di OTT oleh @KPK_RI ?

Saya semakin ragu Jokowi bersih..!!

…",1
2635,TEMPO.CO,"Preparing for the the upcoming debate, these are the experts on Jokowi side.",0
2636,Doni_MBP,Hii gaess @jokowi @basuki_btp @prabowo,0
2637,GELORA NEWS,Jokowi Dilaporkan ke Bawaslu terkait Dugaan Fitnah Prabowo Dukung Caleg Koruptor,0
2638,"Pujangga_ 
�
#1 
�
 ��
 �‍♂️","Keputusan @jokowi tentang Polemik Pembebasan ABB buktikan GAGALnya HIDDEN MISI bergabungnya Yusril ke Kubu JKW. Peran Lord Varys, si pembisik ""Master of Whisperer"" dlm serial GoT GAGAL TOTAL dimainkan oleh seorang YUSRIL ! 
#NKRIhargamati #01JokowiLagi 

https://pinterpolitik.com/yusril-lord-varys-gagal-jokowi/ …",1
2639,Kompas.com,"Arsul mengatakan, langkah Jokowi akan lebih ringan dalam menuntaskan kasus HAM masa lalu jika dibandingkan periode sebelumnya. ",0
2640,james.bayu,Amiiin...,0
2641,arie,"Amen.
#01IndonesiaMaju",1
2642,Tempo English,Jokowi Camp Holds FGD with Expert Ahead of Second Election Debate http://dlvr.it/QxNdy7 ,0
2643,Bicara Pattinjo,Download JOKOWI APP di Google Play Store dan Apple App Store --> https://jokowidodo.app/ ,0
2644,Ribet lu!,"Optimis, Pak Jokowi akan membawa Indonesia semqkin baik lagi #JokowiHarapanPasti",1
2645,Putri yang menyamar,Jd kalo lihat hasil kerja dibawah kepemimpinan pak @jokowi dengan hasil yg membuat bangga dan nyata. masih ndak yakin kalo #JokowiHarapanPasti demi Indonesia Maju dan lebih baik lagi ? Kalo aku sih bakalan memilih pakdhe lagi ehe ehe ehe,1
2646,Gadis Bogor,"PDIP tidak asal memilih dan mencalonkan siapa saja akan tetapi melalui tahap dan proses yang ketat yaitu dengan melalui sekolah partai. @PDI_Perjuangan
@jokowi
@budimandjatmiko
@puan_maharani
@ganjarpranowo
#Bant3ngB3rsatu",1
2647,DinaFadhila86,Jokowi membangun Indonesia #JokowiHarapanPasti,1
2648,Nature Alert,We should all be grateful to Karantina Lampung for caring when so many in government do not.  Karantina Lampung Wilker Bakauheni Amankan Ribuan Burung Ilegal https://youtu.be/kZBB4Gsw9rU  via @YouTube,0
2649,Kecebong Iprits,"Guah paling inget yg ini
Si Mobilegend esemka dilengkapi dengan fitur stealth kalo kepepet  ",0
2650,Eben Kindangen,"With a shocking disaster in South Sulawesi past few days, whre have u been govt and media? U all just broadcast the calamity rarely, still the election is your headline @jokowi @Pak_JK @DPR_RI @detikcom @CNNIndonesia @BBCIndonesia @KPI_Pusat @kompascom #Makassar #flood #news",0
2651,cebongbalap,"(11) Orang baik yg hny bekerja utk bangsanya,yg tak mau anaknya ikut nimbrung,merongrong spt pendahulunya,Jokowi org baik yg ihklas, jujur,pekerja keras,orang baik yg tdk korupsi,org baik yg tulus bt rakyat bny tersenyum.SADARKAN SEMUA ORG BHW MRK TERMAKAN HOAX KELOMPOK ANTI NKRI",1
2652,Penyair Radikal,"Mau menangkan jokowi..

Bergerak lah di lapangan..

Makan gaji buta tiap bulan..
Udah berapa bulan jokowi kalian tipu ? 

Di sosmed koar2 doang..

Kalo gini yaiyalah jokowi bakalan kalah..

Udah bakalan kalah..
Jokowi aja kalian tipu..
Apalagi kita..

Dasar cebong",0
2653,cebongbalap,"(10) hoax mu kpd pemerintah adalah senyum bahagia para mafia, 
gelak tawa mafia. Mereka tdk peduli Indonesia mau jd apa yg penting kerajaan mereka tdk diganggu. Yg berani mengganggu cm Jokowi mk Jokowi harus disingkirkan, apakah itu mau kalian, 
Jokowi itu orang baik....(next)",1
2654,"Pelan-pelan, Awe!",Bua ha ha. Yg diributin penamaan. Mau proyek atau program yg jelas judulnya pemerintah. Di situ ada aturan. Ada subsidi. Di mana semuanya diurus/ diatur pemerintah. Bawahannya Jokowi. Ngga nuduh KKN lho yaa :p,0
2655,Arnold Mamesah,@jokowi Indonesia #Infrastructure Investment Way in the shadow of #Iron_Law being right strategy of economic #stimulus since 2015 & after 4 yrs trend #GDP growth increasing - budget #deficit to GDP less 2% - #debt to gdp ratio below 30%,0
2656,METRO TV,Jokowi's Campaign Team Meet with 21 European Ambassadors http://metrotvn.ws/xkE412pb ,0
2657,Agung Han,"Say No Golput 
#jokowiharapanpasti",1
2658,Beby Island,"Servant Leadership Ala Jokowi

#JokowiHarapanPasti",1
2659,Rizma Widiono,"Larang Jokowi ke Cipinang, Pedagang: Harga Beras Turun Terus

Harga beras turun terus...
Ayo kalian demo lg wahai netizen prabocor,  agar harga beras naik lagi. (Salawi) 

#01JokowiLagi",1
2660,Dianti,Ok han ,0
2661,Malik Hamid,"Indonesia adalah negara yg besar dan diakui dunia, beragam suku budaya dalam keberagaman kita harus saling toleransi, negara ini butuh pemimpin yg tegas, optimis dan mempersatukan bangsa, #Jokowi adalah orang yg tepat
#Bant3ngB3rsatu",1
