,Username,Tweet,Kelas,,
3000,Republika.co.id,Sandiaga Uno Rencana Ekspor Kuliner Sate Kulit Galur http://rol.co.id/r/ogf3a2330 ,,,
3001,Okezone,Nelayan Kepulauan Seribu Dukung Sandiaga Uno di Pilgub DKI http://okz.me/CXbCs ,,,
3002,detikcom,23 Janji Anies Baswedan-Sandiaga Uno: KJP Plus sampai Setop Reklamasi http://detik.id/67W61Z ,,,
3003,Republika.co.id,Sandiaga Uno Hujan Hujanan di Rawa Indah http://rol.co.id/r/ogdp2u257 ,,,
3004,Mata Najwa,"""Sandiaga Uno mengembangkan perusahaan dengan karyawan puluhan ribu,"" Ferry Juliantono. #MataNajwa",,,
3005,Okezone,Sandiaga Uno Bercita-cita Jadikan Kepulauan Seribu sebagai Pusat Pariwisata http://okz.me/CXbmd ,,,
3006,Teguh Hari Prasetyo,Anies-Sandi Ingin Kembangkan Resor Apung di Kepulauan Seribu. http://kom.ps/AFvlCg ,,,
3007,Okezone,"'Salam Bersama' Tersebar Luas, Sandiaga Uno: Terima Kasih Warga http://okz.me/CXbi8 ",,,
3008,Jakarta Maju Bersama,"Besok, Rabu 9 November 2016, Bang @sandiuno akan live di Facebook & jg Bigo Live (ID: SandiagaUno) dari jam 07.30-08.00 pagi. #SalamBersama",,,
3009,Okezone,Sandiaga Uno Tegaskan Pahlawan Harus Dikenang Sepanjang Masa http://okz.me/CXa0K ,,,
3010,Ariane Utomo,How #Indonesia's Muslim middle class is driving a sustained campaign against Jakarta governor @basuki_btp http://www.newmandala.org/stuck-immoderate-middle/ …,,,
3011,KASKUS,Sandiaga Uno akan Bangun Stadion Mirip Old Trafford untuk Persija http://obq.li/fw2  #KASKUSNews #JakartaSatuSuara,,,
3012,Republika.co.id,"Sandiaga Uno: Bangun Apartemen Bisa, Masa Bangun Stadion Nggak Bisa http://rol.co.id/r/og88nb257 ",,,
3013,Kompas.com,Istri Sandiaga Uno Muncul pada Kampanye Sandiaga di Cipayung. http://kom.ps/AFvk7o ,,,
3014,METRO TV,Sandiaga Uno Kunjungi Pasar Ciracas http://metrotvn.ws/JKRR4dyK ,,,
3015,Republika.co.id,Sandiaga Uno Sapa Warga Kampung Kebon Baru http://rol.co.id/r/og6oe0365 ,,,
3016,Kompas.com,Sandiaga Uno Ceritakan Sejarah KFC kepada Seorang Kakek di Tanah Kusir . ,,,
3017,AnieSandi Leadership,"Sandiaga Uno Blusukan ke Kawasan Cipete
#SalamBersama #MajuBersama #AniesSandi
http://okz.me/CW9YA ",,,
3018,ANTARANEWS.COM,Sandiaga Uno imbau pengunjuk rasa tertib http://antaranews.com/594195 ,,,
3019,Kompas.com,Janji Sandiaga Uno untuk Warga Jakarta Utara. http://kom.ps/AFvkR8 ,,,
3020,Republika.co.id,"Diminta Warga Hapus Sistem Outsourcing, Ini Jawaban Sandiaga Uno http://rol.co.id/r/og2dgv383 ",,,
3021,Okezone,Sandiaga Uno: Saya Akan Beri Kredit Murah ke UKM di Seluruh DKI http://okz.me/W9Hn ,,,
3022,Okezone,Sandiaga Uno Prihatin Ahok Diusir Warga Rawa Belong http://okz.me/W9BI ,,,
3023,@Ismy,Anies-Uno my vote @aniesbaswedan @sandiagauno,,,
3024,detikcom,Sandiaga Uno: 4 November Kami Tetap Kampanye http://detik.id/6jeQIC ,,,
3025,INFORMASI PAMULANG,#News: Sandiaga Uno: We Will Go One Step Beyond What Is Require http://ift.tt/2f0U5Yk  | Wartakota,,,
3026,ANTARANEWS.COM,Sandiaga Uno diiringi rebana ke lokasi kampanye http://antaranews.com/593786 ,,,
3027,tvOneNews,[Tamu Khusus] Sandiaga Uno di Mata Istri: http://youtu.be/Ktq8S2kxiy0?a  via @YouTube,,,
3028,Okezone,"[FOTO] Dari Balik Pagar Sekolah, Siswa SD Berebut Cium Tangan Sandiaga Uno http://okz.me/W9l3 ",,,
3029,"Hasreiza  
✌️
 ✌️",Sandiaga Uno Desak Ahok Hentikan Proyek Reklamasi Teluk Jakarta via @okezonenews http://okz.me/VGyI  | April 2016 nih.. :-D,,,
3030,"Hasreiza  
✌️
 ✌️",Sandiaga Uno: Ini Saat Tepat Hentikan Reklamasi Teluk Jakarta http://u.msn.com/01/id-id/BBrr7lB?ocid=st …,,,
3031,Okezone,"Tiba di Kembangan, Sandiaga Uno Jadi Rebutan Ibu-Ibu Berfoto http://okz.me/W9f6 ",,,
3032,Bemz_Q,"""@tribunnews: Pendukung Agus Harimurti Beri Applause pada Sandiaga Uno http://bit.ly/2ffRvwY  via @Tribunnews"" * #respek",,,
3033,Pengusaha PKS,Sandiaga Uno Akan Latih Warga Jakarta Berwirausaha : Okezone News Mobile http://ow.ly/Imvb100nPBj ,,,
3034,Republika.co.id,"Disambut Bendera PDIP, Sandiaga Uno: Itu Kode Keras http://rol.co.id/r/ofz0db257 ",,,
3035,Basuki T Purnama,HAHAHA UDAH KEHABISAN IDE]  Sandiaga Uno :  http://kabarhoki.com/sandiaga-uno-jika-saya-jadi-gubernur-akan-saya-ubah-jakarta-seperti-kota-paris/ … lewat @Kabarhoki.com,,,
3036,Republika.co.id,"Ingin Batasi Mobil Mewah, Ini Mobil Sandiaga Uno http://rol.co.id/r/ofyv8g361 ",,,
3037,David Ridwan Betz,"Ini ada beberapa tokoh harapan AGUS H Y ,ANIES BASWEDAN,SANDIAGA UNO ,bingung juga yg mana ini yg tepat untuk kita matangkan?",,,
3038,Basuki T Purnama,BIASA PAK..ORG BELUM PERNAH MEMIMPIN]=Ketika Ahok Menanggapi Pernyataan Sandiaga Uno Soal Larangan Pilih No 2 http://www.sindosatu.com/berita-politik/ketika-ahok-menanggapi-pernyataan-sandiaga-uno-soal-larangan-pilih-no-2-1361.html …,,,
3039,tvOneNews,Sandiaga Uno Wacanakan Larangan Penggunaan Mobil Mewah http://metro.news.viva.co.id/news/read/842268-sandiaga-uno-wacanakan-larangan-penggunaan-mobil-mewah … via @VIVAcoid,,,
3040,TEMPO.CO,"Jokowi-Prabowo Naik Kuda, Sandiaga Uno: Sejuk Banget https://pilkada.tempo.co/read/news/2016/11/01/348816666/jokowi-prabowo-naik-kuda-sandiaga-uno-sejuk-banget …",,,
3041,@Ismy,Anies-Uno my vote @aniesbaswedan @sandiagauno,,,
3042,Republika.co.id,Sandiaga Uno Belajar Ilmu Ikhlas Dengan Teddy Thohir http://rol.co.id/r/ofy2v2301 ,,,
3043,tvOneNews,Sandiaga Uno Butuh Setahun untuk Stabilkan Harga http://m.news.viva.co.id/news/read/841935-sandiaga-uno-butuh-setahun-untuk-stabilkan-harga …,,,
3044,TRIBUNnews.com,Sandiaga Uno Terima Keluhan Warga yang Kerap dapat Teguran Dari Kelurahan http://bit.ly/2fx2qq1  via @Tribunnews,,,
3045,SINDOnews,Sandiaga Uno Minta Dukungan Warga Sawah Besar http://sin.do/1lri ,,,
3046,TRIBUNnews.com,Janji Sandiaga Uno: Ciptakan Lapangan Kerja dalam 18 Bulan http://bit.ly/2eemCey  via @Tribunnews,,,
3047,Dr. Anggawira,Program Talk to iNews Live nanti malam pkl 19.00 - 20.00 wib di iNews TV… (w/ Sahabat Sandiaga Uno & BPP HIPMI) — https://path.com/p/4xCue7 ,,,
3048,Okezone,Sandiaga Uno Akan Latih Warga Jakarta Berwirausaha http://okz.me/W8Cu ,,,
3049,Dr. Anggawira,Mendampingi Cawagub Sandi Uno pada kampanye hari… (w/ Sahabat Sandiaga Uno & BPP HIPMI at Pademangan raya) [pic] — https://path.com/p/1neCQV ,,,
3050,Rahman Patty,"Sandiaga uno is a bad choice, bro.
Why?
Idk. But HE IS BAD..
...",,,
3051,FB•IG•YT: @ariefimampoero,"Retweeted Rudi Valinka #HOKI (@kurawa):

Gue pikir cuma sandiaga uno aja yang salah data mulu, ternyata anies... http://fb.me/5CI9iRAYu ",,,
3052,Rappler IDN Times,Mantan Wakil Ketua KPK Bambang Widjojanto menjadi anggota Dewan Pakar Tim Pemenangan Anies Baswedan-Sandiaga Uno  http://s.rplr.co/iDDuVJC ,,,
3053,TRIBUNnews.com,Sandiaga Uno Pilih Fokus Serap Aspirasi Ketimbang Ikut Demo 4 November http://bit.ly/2ftmYzX  via @Tribunnews,,,
3054,Crimson Hags,Korporasi yg brengsek adl semua korporasi kecuali yg dimiliki oleh Sandiaga Uno dan keluarga Djojohadikusumo.,,,
3055,Ridlwan ꦗꦺꦴꦏꦺꦴꦮꦶ,"Anies Baswedan, Sandiaga Uno, Agus Yudoyono , akankah mereka ikut aksi 4 November ? Ayo mas , ini panggilan iman, bukan soal Pilkada.",,,
3056,Rudi Valinka #AManCalledAhok movie,"Gue pikir cuma sandiaga uno aja yang salah data mulu, ternyata anies baswedan lebih parah lagi sdh tau tapi dia sengaja salah2in data..",,,
3057,Kompas.com,Saat Sandiaga Uno Ziarah ke Makam Habib Ali di Kwitang. http://kom.ps/AFvj0I ,,,
3058,TRIBUNnews.com,Sandiaga Uno Semangati Pendukung Ahok-Djarot http://bit.ly/2ekUi82  via @Tribunnews,,,
3059,detikcom,"Pulang dari Amerika, Sandiaga Uno Menyusul ke Deklarasi Kampanye Damai http://detik.id/66Cjeo ",,,
3060,Koran Tempo,Sandiaga Uno Terima Penghargaan Bidang Wirausaha http://dlvr.it/MY3Bl6 ,,,
3061,Agung Setiarso,Anies Baswedan dan Sandiaga Uno Menjadi Calon Gubernur dan Wakil Gubernur DKI Jakarta Favorit http://www.femina.co.id/trending-topic/anies-baswedan-dan-sandiaga-uno-menjadi-calon-gubernur-dan-wakil-gubernur-dki-jakarta-favorit#.WBN0kBLec7E.twitter … @JktMajuBersama,,,
3062,"1 + 1 = 2  
✌
 �",Sandiaga Uno Raih Penghargaan dari George Washington University via @okezonenews http://okz.me/W7Jx ,,,
3063,ANTARANEWS.COM,#TOPNEWS Sandiaga Uno dapat gelar Distinguished Research Professor in Residence  dari Universitas George Washington,,,
3064,"REPUBLIK SONTOLOYO 
✌",Sandiaga Uno recieves 'Distinguished Research Professor in Residence' title http://ln.is/0p9At  by #republikaonline via @c0nvey,,,
3065,"Semiaji 
��
#99",* Seandainya Sandiaga Uno pejabat publik #PanamaPapers *http://ln.is/metrotvnews.com/NIY5z …,,,
3066,#2019TolakPKI,"Pidato Pasangan nomor urut 3 Anies - Sandiaga Uno | keren pidatonya, keliatan cerdasnya beda kelas https://www.youtube.com/watch?v=q3lo6KeqaJM&feature=share …",,,
3067,#2019TolakPKI,Pidato Pasangan nomor urut 3 Anies Baswedan - Sandiaga Uno | keren pidatonya  https://www.youtube.com/watch?v=q3lo6KeqaJM&feature=share …,,,
3068,Republika.co.id,Ini Definisi Nomor 3 bagi Sandiaga Uno http://rol.co.id/r/ofm2up330 ,,,
3069,Okezone,Sandiaga Uno: Nomor 3 Melambangkan Persatuan Indonesia http://okz.me/W6QA ,,,
3070,Partai Gerindra,Nomor urut 3 untuk #jakarta #MajuBersama #AniesSandi #SalamBersama #aniesbaswedan #sandiagauno… https://www.instagram.com/p/BL_WA9RFaWF/ ,,,
3071,Risma liza,"Anies and Sandiaga uno
Best of Couple
#SeandainyaAkuTimses",,,
3072,Jakarta Maju Bersama,Mas Anies Baswedan dan Bang Sandiaga Uno menginginkan warga Jakarta ikut berjalan bersama mereka dalam... http://youtu.be/z2ekrA_hRmQ?a ,,,
3073,tvOneNews,Alasan Sandiaga Uno Gaet Eks Pimpinan KPK Jadi Juru Bicara http://metro.news.viva.co.id/news/read/839212-alasan-sandiaga-uno-gaet-eks-pimpinan-kpk-jadi-juru-bicara … via @VIVAcoid,,,
3074,Rossana Puspita Sari,Mr. Sandiaga Uno and Mr. Rudy Salahuddin at #SankalpSEasia16 earlier this morning,,,
3075,Rossana Puspita Sari,Innovating with technology could increase the growth of our small-medium business in Indonesia -Sandiaga Uno #SankalpSEasia16,,,
3076,Alexandra Britton,Listening to Sandiaga Uno discuss innovation and tech for smes at #sankalpsea,,,
3077,Khalil Ardha,Speech from mr. Sandiaga Uno in Sankalp South East Asia Summit 2016. #sankalpseasia16,,,
3078,Rossana Puspita Sari,Mr. Sandiaga Uno inspiring speech to open the ceremony #SankalpSEasia16,,,
3079,Dinda Swastika,Sandiaga Uno is in the house!! Fyi.. NO... he's not campaigning  #SankalpSEasia16,,,
3080,Abdul Aziz Pranata,Sandiaga Uno is up now #SankalpSEasia16 #Day1,,,
3081,Devina,Mr. Sandiaga Uno is giving speech at #SankalpSEAsia16 conference,,,
3082,AniesUno4dki,#salambersama #SandiagaUno #AniesBaswedan #Kerja4AS from @anies_sandi  - https://www.instagram.com/p/BL9msAZhCBi/ ,,,
3083,detikcom,Sandiaga Uno: Proses Demokrasi di Jakarta Lebih Baik dari AS http://detik.id/6uk0IP ,,,
3084,Republika.co.id,Sandiaga Uno tak Ingin Pengawalan Menjauhkannya dari Rakyat http://rol.co.id/r/ofjyh1330 ,,,
3085,Okezone,Ketika Sandiaga Uno Pakai Atribut Agus-Sylvi di Balai Sudirman http://okz.me/W6ns ,,,
3086,Betty Idroos,Pasangan Anies Baswedan dan Sandiaga Uno mendapatkan dukungan dari Gerindra dan PKS.,,,
3087,chirpstory,"Hits
Gara-gara Minta Maaf Atas Nama Pemprov DKI, Sandiaga Uno Dijuluki si Raja Blunder http://chirpstory.com/li/333761 ",,,
3088,Andika Pandu,Untuk JAKARTA yang BERSAHABAT! Anies Baswedan & Sandiaga Uno untuk Gubernur & Wakil Gubernur DKI… https://www.instagram.com/p/BL78u56BGRM/ ,,,
3089,GOSERP,"Dilatih mengakuisisi? .... Minta Maaf Atas Nama Pemprov DKI , #Sandiaga Uno Habis Di Bully Netizen http://beritaonline24.com/nasional/minta-maaf-atas-nama-pemprov-dki-sandiaga-uno-habis-di-bully-netizen/ …",,,
3090,"Eyang Kakung #SalamDjempol 
�","Si Raja Blunder ... ""Atas Nama Pemprov DKI""  Emang siapa Elo  Owalah Udiiin Udiin Jarene Pinter tapi kok Pekok ",,,
3091,TRIBUNnews.com,"#Populer
Gara-gara Ucapan Ini, Sandiaga Uno Diminta Bangun dari Mimpi http://www.tribunnews.com/metropolitan/2016/10/23/gara-gara-ucapan-ini-sandiaga-uno-diminta-bangun-dari-mimpi … via @tribunnews",,,
3092,Sankalp Forum,"#Leadertalk Sandiaga Uno @sandiuno at Sankalp Southeast Asia Summit Oct25-26,Jakarta, #SankalpSEasia16 http://bit.ly/2bWsPLS  #entrepreneur",,,
3093,TRIBUNnews.com,"Meski Sudah Bersalaman dengan Anies Baswedan, Ibu Ini Tetap Mengira Anies adalah Sandiaga Uno https://goo.gl/TNB6Zz  via @tribunnews",,,
3094,METRO TV,Relawan Sandiaga Uno akan Didata Saat Penetapan Paslon http://metrotvn.ws/GKd3404k ,,,
3095,TRIBUNnews.com,"Minta Maaf Atas Nama Pemprov DKI, Sandiaga Uno: Insya Allah Tahun Depan Gubernurnya Ganti https://goo.gl/te1tJv  via @tribunnews",,,
3096,TEMPO.CO,Sandiaga Uno Kecewa Rute Jakarta Marathon Dilintasi Mobil ,,,
3097,TEMPO.CO,Cawagub Sandiaga Uno Ikut Lari di Jakarta Marathon http://dlvr.it/MW1BcH ,,,
3098,Jonnesy,"2013 
saya kecewa sm penyelenggara karena pelaksaan kurang baik

2016 
saya kecewa sm pemprov dgn alasan yg sama

sandiaga uno ini memang.. pic.twitter.com/IIWmnJdL43",,,
3099,VIVAcoid,Satu yang Bikin Sandiaga Uno Kecewa di Jakarta Marathon http://dlvr.it/MW0bBm ,,,
3100,VIVAcoid,Sandiaga Uno Tak Berharap Dapat Nomor Satu http://dlvr.it/MW0XkY ,,,
3101,BULLFRONT,"Dewi Perssik Buka Suara, Cagub Sandiaga Uno Sempat Minta Depe Buka Baju di Bali. (Source: http://bali.tribunnews.com/2016/09/16/video-dewi-perssik-buka-suara-cagub-sandiaga-uno-sempat-minta-depe-buka-baju-di-bali …) #trackrecord #prestasi",,,
3102,detikcom,"Lari di Bawah Guyuran Hujan, Sandiaga Uno Bantah Disebut Tebar Pesona http://detik.id/6Cp7HK ",,,
3103,Gue,Justru krn Obyektifitas saya tetap nggak dukung AHY .. dan tetap dukung SANDIAGA UNO,,,
3104,GELORA NEWS,"Ahok Ditolak, Sandiaga Uno Disambut Meriah Warga Tebet http://fb.me/2uQRVen6k ",,,
3105,Stecia,"Ck ck... pemborosan. Ahok dikawal ratusan polisi, TNI dan Pol PP
Sandiaga Uno Kritik Pengamanan Ahok http://metro.news.viva.co.id/news/read/837777-sandiaga-uno-kritik-pengamanan-ahok …",,,
3106,VIVAcoid,Sandiaga Uno Kritik Pengamanan Ahok http://dlvr.it/MVRbDh ,,,
3107,Kompas.com,Ketika Acara Sandiaga Uno Satu Lokasi dengan Acara Ahok. http://kom.ps/AFviCf ,,,
3108,Kompas.com,Janji Sandiaga Uno bagi Pedagang Pasar Ibu Kota. http://kom.ps/AFviBp ,,,
3109,teropongsenayan.com,"Tangkal Terorisme di Jakarta, Ini Konsep Sandiaga Uno http://dlvr.it/MVM8P2 ",,,
3110,detikcom,Sandiaga Uno: Saya Pernah Dicibir Pak Gubernur Soal Harga Daging http://detik.id/6YuXhv ,,,
3111,Radio Elshinta,"Balongub DKI Jakarta Anies Baswedan & Sandiaga Uno resmikan logo ""Salam Bersama"" dalam Pilkada DKI. (Bak) ",,,
3112,AnieSandi Leadership,Trik Sandiaga Uno Jaga Ketersedian Bahan Baku dan Sederhanakan Rantai Distribusi di Jakarta http://www.tribunnews.com/metropolitan/2016/10/19/trik-sandiaga-uno-jaga-ketersedian-bahan-baku-dan-sederhanakan-rantai-distribusi-di-jakarta … lewat @tribunnews,,,
3113,On The Spot TRANS7,"Biar hari Rabu pemirse makin happy, jgn lupe nonton OVJ hari ini. Nih liat bakal ada siape yg main bareng wayang! ",,,
3114,TRANS7,Ingin Sandiaga Uno berperan jadi apa di @OVJ_kitelagi? Jangan lewatkan pkl 20.00 WIB.,,,
3115,TRANS7,"Siapa yg ingin lihat penampilan Sandiaga Uno di @OVJ_kitelagi? Retweet tweet ini ya, Sobat7.",,,
3116,OPERA VAN JAVA,"Kalo hari ini Sandiaga Uno jadi Bruce Lee di OVJ, setuju ga pemirse?",,,
3117," ��
PKS Jakarta 
��",Anies Baswedan-Sandiaga Banjir Dukungan Warga Cipayung: Anies Baswedan-Sandiaga Uno nampaknya akan menatap PI... ,,,
3118,TribunSolo,Sandiaga Uno Tahan Diri Tanggapi Sindiran Ahok https://goo.gl/jJZHoV ,,,
3119,VIVAcoid,"Jika Terpilih, Sandiaga Uno Janji Wakafkan Semua Gajinya http://dlvr.it/MTPMkn ",,,
3120,tvOneNews,Sandiaga Uno Akan Perbanyak Pasukan Oranye di Jakarta http://metro.news.viva.co.id/news/read/836191-sandiaga-uno-akan-perbanyak-pasukan-oranye-di-jakarta … via @VIVAcoid,,,
3121,#AjariAkuIkhlas,Mantan Wakil Ketua KPK Jadi Tim Sukses Anies-Sandiaga Uno https://www.tempo.co/read/news/2016/10/14/078812152/mantan-wakil-ketua-kpk-jadi-tim-sukses-anies-sandiaga … lewat @tempodotco,,,
3122,Kompas.com,"Sandiaga Uno Sebut Program ""Kartu Jakarta Pintar"" Sudah Bagus. http://kom.ps/AFvh3q ",,,
3123,Rudi Valinka #AManCalledAhok movie,Mau nanya video ini apa pernah disomasi sama sandiaga uno? .. ngeriiii ,,,
3124,Jak Sawangan Depok,"Berak ! ""@indosportdotcom: Sandiaga Uno berjanji akan membangun stadion untuk Persija http://ids.fm/BEbNHcje  """,,,
3125,INDOSPORT,Sandiaga Uno berjanji akan membangun stadion untuk Persija jika terpilih memimpin Jakarta http://ids.fm/BEbNHcje ,,,
3126,Berita Hari Ini,Viva: Anies Baswedan-Sandiaga Uno Sowan ke PP Muhammadiyah: Anies-Sandi berbincang dengan Ketua Umum PP… http://dlvr.it/MT3Fwp  #NewsToday,,,
3127,Okezone,Sandiaga Uno Berencana Bangun Stadion Persija http://okz.me/W380 ,,,
3128,Retja Pentung,@basuki_btp @sandiuno @aniesbaswedan @AgusYudhoyono @digembok Timses Sandiaga Uno ngapain aja ya? Koq gak update banget kebijakan Ahok? ,,,
3129,TEMPO.CO,Alasan Adnan Pandu Gabung Tim Sukses Anies-Sandiaga Uno   http://m.tempo.co/read/news/2016/10/16/078812566/alasan-adnan-pandu-gabung-tim-sukses-anies-sandiaga-uno …,,,
3130,"Semiaji 
��
#99","*Senior Sandiaga Uno*Sanusi Beli Rumah Rp 7,5 M buat Istri Pertama dengan Dana dari Perusahaan Rekanan Pemprov http://ln.is/kompas.com/L7wAz …",,,
3131,TRIBUNnews.com,"Lebih Paham Politik, Aufar Jadi Tempat Konsultasi Olla Ramlan Saat 'Dipinang' Sandiaga Uno http://bit.ly/2elNFmz ",,,
3132,Okezone,[FOTO] Sandiaga Uno Kunjungi Warga Kedoya Sosialisasikan Program Kerja http://okz.me/W3PR  pic.twitter.com/aIkb1S6r5o,,,
3133,Padang Galir,Sandiaga Uno ini lupa kalo dia hanyalah cawagub. Bentar lagi pecah kongsi nih mereka.,,,
3134,Kompas.com,Sandiaga Uno Janjikan Kesetaraan Bagi Penyandang Disabilitas. http://kom.ps/AFvhNJ ,,,
3135,WBagus,Menjatuhkan pilihan pd @sylviana_murni adalah keputusan BIJAKSANA sbg penghargaan pada yg telah lama berbakti pd DKI bukan calon dadakan,,,
3136,Okezone,Sandiaga Uno Doakan Korban Kecelakaan Normalisasi Sungai Ciliwung Segera Pulih http://okz.me/W3Nj ,,,
3137,JITUNEWS,"Nasional | Sikap Ahok yang Tak Mau Terbuka Soal Dana, Sandiaga Uno: Susah Lah Kalau Mau Menang Sendiri Terus http://www.jitunews.com/read/46151/sikap-ahok-yang-tak-mau-terbuka-soal-dana-sandiaga-uno-susah-lah-kalau-mau-menang-sendiri-terus … #Beri…",,,
3138,detikcom,"Soal Foto Bareng Olla Ramlan, Ini Kata Sandiaga Uno http://detik.id/6Q6d9y ",,,
3139,Bintang.com,Olla Ramlan Masih Pikir-pikir Jadi Jubir Sandiaga Uno http://dlvr.it/MSdB5M ,,,
3140,argesh,Depe Sebut Hubungan Ayu-Shaheer Hanya Gimmick #AyuTingTing http://jpnn.co/474493 ,,,
3141,Republika.co.id,Sandiaga Uno Kejar Suara dari Pemilih Ibu-ibu http://rol.co.id/r/of3asm328 ,,,
3142,Okezone,"Sandiaga Uno: Anies Hidupkan Penulis, Saya Gerak di Ekonomi Kreatif http://okz.me/W3Am ",,,
3143,VIVAcoid,"Eks Ketua KPK Masuk Timses, Ini Kata Sandiaga Uno http://dlvr.it/MSRSXW ",,,
3144,#2019GantiPresiden,"Sandiaga Uno bakal bangun kampung deret
http://m.okezone.com/read/2016/10/14/338/1515037/sandiaga-uno-bakal-bangun-kampung-deret …",,,
3145,Stahl steel,"Sandiaga uno tarik dananye dr panama papers bukan ikut amnesty pajak, malah gunakan tuh dana utk danai habib rizieq? ",,,
3146,faizal wibowow,#gosipbola Kisah Kedekatan Olla Ramlan dan Sandiaga Uno Berawal Dari Sini http://dlvr.it/MSM4yQ  #TEAMFOLLOWBACK,,,
3147,Agung Setiarso,Warga Kalibaru Cilincing Curhat Ke Sandiaga Uno Tidak Mau Digusur via @okezonenews http://okz.me/W3pX  #AniesSandi @AniesBaswedanID,,,
3148,"Semiaji 
��
#99","*Mahal lah...buat orang kayak lo yang gak punya Track Record*Sandiaga Uno: Biaya Demokrasi di Indonesia Masih Mahal
http://ln.is/www.beritasatu.com/m/fXqRD …",,,
3149,Muhammad Rizal,yg punya kavling surga msh terima amplop uang dr sandiaga uno dong? Apa yg dibela?siapa yg dibela? pic.twitter.com/zDTkbCLral,,,
3150,info Selebritis,Sandiaga Uno Tuai Kritikan setelah Unggah Foto Bareng Olla Ramlan https://goo.gl/zLnJ5u ,,,
3151,Pustakawan Bogor,Sandiaga Uno From Zero To Hero : Perjuangan Anak Muda Yang Berhasil Menjadi Konglomerat http://perpustakaan.kotabogor.go.id/index.php?p=show_detail&id=20444&keywords=biografi …,,,
3152,Kumpulan Jambi,"Ahok tak Mau Lagi Berdebat dengan Sandiaga Uno: ""Datanya Salah Melulu"" http://dlvr.it/MS4s29 ",,,
3153,TRIBUNnewsBogor,"Sandiaga Uno Mengaku Sudah Keluarkan Dana Pribadi Hingga Rp 29 Miliar: Uang puluhan miliar itu, kata Sandi, p... http://bit.ly/2emxusW ",,,
3154,Tribun Timur,"Fantastis, Jumlah Uang Telah Dihabiskan Sandiaga Uno Walau Belum Masa Kampanye http://bit.ly/2e1fKjr ",,,
3155,Liputan 6 SCTV,Mimpi Sandiaga Uno Bangun Pembangkit Listrik Kecil dari Sampah http://bit.ly/2exswZD  via @liputan6dotcom pic.twitter.com/m4KDYtGjPI,,,
3156,ninja koala,Sandiaga uno mirip pak Titah yg mirip rehannur THERE I SAID IT the resemblance is so uncanny it's slowly killing me,,,
3157,monitor.co.id,"Setahun 'Road Show', Sandiaga Uno Habiskan Rp 29 Miliar http://bit.ly/2edWlLW ",,,
3158,#2019Prabowo &Sandy,"pantesan Ahok ngak berani
di tantang sandiaga uno
ini toh yg ketahuan
 ",,,
3159,Info Partai Politik,Sandiaga Uno Tidak Pernah Dimintai Mahar Politik https://goo.gl/dLmgXa ,,,
3160,IG: ferrymaitimu,"10 Bulan Terakhir, Sandiaga Uno Habiskan Rp 29,3 Miliar untuk Kampanye, Ini Sumber Uangnya http://www.tribunnews.com/metropolitan/2016/10/13/10-bulan-terakhir-sandiaga-uno-habiskan-rp-293-miliar-untuk-kampanye-ini-sumber-uangnya … via @tribunnews",,,
3161,Okezone,Sandiaga Uno Gelontorkan Dana Rp29 Miliar untuk Sosialisasi http://okz.me/W2Vd ,,,
3162,BeritaSatu,Sandiaga Uno: Biaya Demokrasi di Indonesia Masih Mahal http://brt.st/5l6b ,,,
3163,detikcom,Sandiaga Uno Pilih Kopi Pahit Demi Kesehatan http://detik.id/67OyWZ  via @detikHealth,,,
3164,Sankalp Forum,"Meet the Speakers. Leader Talk by Sandiaga Uno, Co Founder, Saratoga Capital. Register http://ow.ly/alfB301rmUN  #SankalpSEasia16 #impinv",,,
3165,Warungkopi,Anies Baswedan: Sandiaga Uno adalah orang yg berperan penting atas pencalonannya sbg Calon Gubernur DKI #RedbonsAniesBaswedan,,,
3166,detikcom,"#MostPopular Anies Baswedan Hobi Ngebengkel, Sandiaga Uno Cinta Mati Nissan http://detik.id/VpmhOY  via @detikOto",,,
3167,detikHealth,"Sandiaga Uno: 10 Ribu Langkah per Hari? Nggak Ngitung, Tapi Pasti Lebih http://detik.id/6VEbL8 ",,,
3168,Jonash Patrick Rizky,"Sandiaga Uno yg bilang harga daging di singapore lebih murah dr jkt, pernah ke singapore gak bandingin harga daging? ",,,
3169,#2019PrabowoPresidenRI,"Mari kita dukung Pak Anies untuk memimpin Jakarta adalah sosok yang santun dan Pak Sandiaga Uno, Insya Allah Jakarta berubah jadi lebih baik",,,
3170,AnieSandi Leadership,"Sandiaga Uno Temui Rachmawati Diskusi Soal Lapangan Kerja Hingga Reklamasi
http://news.detik.com/berita/d-3319050/sandiaga-temui-rachmawati-diskusi-soal-lapangan-kerja-hingga-reklamasi …",,,
3171,#RakyatAkalSehat,Pernyataan dari Sandiaga Uno terkait harga daging ternyata n.g.a.w.u.r. Ini jawaban PD Dharma Jaya http://www.sindosatu.com/berita-politik/pernyataan-sandiaga-uno-soal-harga-daging-ternyata-ngawur-ini-bukti-yang-diberikan-pd-dharma.html?utm_source=dlvr.it&utm_medium=facebook …,,,
3172,����,"Suami: Sandiaga Uno ini pasti dulu pas muda ganteng banget ya.
Gue *dalem hati*: Ya sekarang aja ganteng banget.",,,
